突变位置
3426	3431
3434	3437
3438	3439
3440	3441
3455	3456
3462	3463
3464	3465
3466	3467
3505	3507
3520	3523
3529	3530
3595	3596
3633	3634
3635	3636
3847	3850
3853	3854
3862	3863
4012	4013
4014	4015
4018	4019
4020	4021
4022	4023
4024	4025
4026	4027
4036	4037
4040	4041
4042	4043
4167	4168
4183	4184
4193	4194
4231	4232
4730	4731
11672	11673
11767	11769
12960	12961
12962	12963
13132	13133
13231	13232
17706	17707
17800	17801
17805	17806
17815	17816
17818	17819
17860	17862
17863	17864
17925	17926
17950	17952
18043	18044
19449	19455
26523	26525
29126	29127
29128	29129
31020	31021
37065	37067
37068	37070
37071	37072
37073	37076
37309	37310
39951	39952
39990	39991
39992	39993
39994	39995
40136	40137
40138	40140
40144	40145
40171	40172
40252	40253
40279	40280
40283	40284
40327	40329
40330	40331
40345	40346
40348	40349
40380	40381
40420	40421
40437	40438
40601	40602
40623	40624
40646	40647
40708	40709
40795	40796
40815	40816
40853	40854
40865	40868
40869	40870
40879	40880
40892	40893
40899	40900
40907	40908
40932	40933
40996	40997
41034	41035
41036	41037
41097	41098
41145	41146
41149	41150
41252	41253
41262	41263
41295	41296
41324	41325
41445	41446
41450	41451
41452	41453
41455	41457
41469	41470
41472	41473
41476	41477
41623	41624
41626	41627
41654	41655
41877	41878
41887	41889
41913	41915
41978	41979
42029	42030
42035	42036
42054	42055
42085	42086
42094	42095
42097	42098
42102	42103
42143	42144
42161	42162
42163	42164
42213	42217
42219	42226
42342	42343
42358	42359
42593	42594
42595	42596
42598	42599
42600	42601
42602	42603
42606	42607
42611	42612
42716	42717
42974	42975
42983	42984
42985	42986
42987	42988
42989	42990
43021	43022
43042	43043
43053	43054
43057	43058
43059	43061
43148	43154
43187	43189
43196	43197
43207	43208
43288	43289
43300	43301
43309	43310
43319	43320
43414	43415
43425	43426
43449	43450
43486	43487
43490	43493
43494	43495
43596	43597
43603	43604
43645	43646
43738	43739
43935	43937
43938	43939
44009	44010
44017	44018
44019	44020
44075	44076
44178	44179
44647	44648
44751	44752
44759	44760
44765	44766
44871	44872
44874	44876
44877	44878
44879	44881
44915	44916
44919	44920
44922	44923
44942	44943
45237	45238
45291	45292
45402	45403
45435	45436
45521	45522
45624	45626
45714	45715
45725	45726
45727	45728
45791	45792
45801	45802
45879	45880
45882	45883
46482	46483
48955	48959
49750	49751
49904	49905
49960	49961
49967	49968
50072	50073
50418	50421
50601	50602
50659	50660
50685	50686
50724	50725
50886	50887
50907	50909
50910	50911
50926	50927
50928	50929
50937	50938
50997	50998
50999	51000
51098	51099
51113	51116
51131	51132
51174	51176
51282	51283
51286	51287
51292	51293
51368	51369
51370	51371
51384	51385
51390	51391
51481	51482
51487	51488
51501	51502
51716	51717
51718	51719
51792	51793
51808	51809
51858	51859
51902	51903
51936	51937
51997	51999
52007	52008
52051	52052
52069	52070
57118	57119
62590	62591
66580	66581
68900	68901
72440	72441
72442	72443
76556	76557
76559	76560
76561	76564
76569	76571
76572	76573
76574	76575
76577	76578
76579	76581
76582	76583
76585	76586
77147	77148
77573	77574
79326	79327
79420	79421
79422	79423
79473	79474
79503	79504
79505	79506
80498	80499
80552	80553
80600	80601
85935	85936
86721	86722
89803	89804
101302	101303
107440	107441
111418	111419
124570	124572
125472	125473
125539	125540
125692	125693
125779	125784
125787	125788
125794	125795
125865	125866
125870	125871
125892	125893
125894	125898
125928	125929
125944	125945
126019	126020
126034	126039
126042	126045
126062	126063
126086	126087
126119	126120
126144	126148
126162	126163
126164	126165
126436	126437
126445	126446
126562	126563
126597	126602
126623	126624
126625	126629
126643	126644
126729	126730
126766	126768
126777	126778
126789	126790
126804	126806
143359	143360
143367	143368
144043	144045
144046	144047
144048	144049
144050	144051
144052	144053
144055	144056
144061	144062
144211	144212
144272	144273
144711	144712
145031	145032
145033	145034
145035	145036
145125	145126
145302	145303
145393	145394
145523	145524
145532	145534
145535	145536
145538	145540
145541	145543
146198	146199
146285	146286
146318	146319
146517	146518
146584	146585
146590	146591
146598	146599
146600	146601
146612	146613
146930	146931
147290	147291
147314	147315
147681	147682
147754	147755
147822	147824
147825	147826
